cell_global_id,cell_folder,aging_condition,aging_temperature_C,rpt_id_from_filename,source_file,channel,channel_num,rpt_id,delta_t_0p2c_3p8_4p0_s,delta_t_1c_3p8_4p0_s,charge_time_ratio_1c_over_0p2c,cccv_rate_used,cc_charge_time_s,cv_charge_time_s,cc_charge_time_0p2c_s,cv_charge_time_0p2c_s,cc_charge_time_1c_s,cv_charge_time_1c_s,q02_selection,q02_step,q02_repeat,q02_current_A,q02_complete_candidates,q1_selection,q1_step,q1_repeat,q1_current_A,q1_complete_candidates,t_0p2c_cross_3p8_s,t_0p2c_cross_4p0_s,t_1c_cross_3p8_s,t_1c_cross_4p0_s,cv_entry_time_0p2c_s,cv_entry_voltage_0p2c_V,cv_entry_current_0p2c_A,cutoff_current_0p2c_A,cv_entry_time_1c_s,cv_entry_voltage_1c_V,cv_entry_current_1c_A,cutoff_current_1c_A,status,cell_channel_match,qc_warning
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/2.csv,M01Ch002[002],2,2,4050.0,780.0,0.1925925925925926,1C,2740.0,466.9499999999998,16210.0,235.04999999999927,2740.0,466.9499999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7900.0,11950.0,1270.0,2050.0,16210.0,4.2,0.576,0.3,2740.0,4.2,2.901,1.5,OK,True,
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/3.csv,M01Ch002[002],2,3,4030.0,764.9999999999989,0.18982630272952825,1C,2660.0,476.5999999999999,15870.0,258.10000000000036,2660.0,476.5999999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7600.0,11630.0,1210.0,1974.9999999999989,15870.0,4.2,0.585,0.3,2660.0,4.2,2.906,1.5,OK,True,
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/4.csv,M01Ch002[002],2,4,4010.0,756.6666666666672,0.18869492934330853,1C,2590.0,476.4000000000001,15560.0,275.5,2590.0,476.4000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7330.0,11340.0,1153.3333333333328,1910.0,15560.0,4.2,0.568,0.3,2590.0,4.2,2.895,1.5,OK,True,
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/5.csv,M01Ch002[002],2,5,4010.0,746.6666666666672,0.1862011637572736,1C,2530.0,477.3499999999999,15310.0,308.5,2530.0,477.3499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7120.0,11130.0,1103.3333333333328,1850.0,15310.0,4.2,0.581,0.3,2530.0,4.2,2.884,1.5,OK,True,
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/6.csv,M01Ch002[002],2,6,3996.190476190476,726.8000000000002,0.18187321258341282,1C,2390.0,494.0500000000002,14810.0,354.89999999999964,2390.0,494.0500000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6686.666666666667,10682.857142857143,1000.0,1726.8000000000002,14810.0,4.2004,0.5746,0.3,2390.0,4.2001,2.9352,1.5,OK,True,
2,2. LOW C@ 25°C #2,LOW C@ 25°C #2,25.0,7,/content/drive/MyDrive/Battery raw data/RPT Data/2. LOW C@ 25°C #2/7.csv,M01Ch002[002],2,7,3989.642857142856,705.555555555556,0.17684679577079557,1C,2250.0,498.1999999999998,14330.0,402.0,2250.0,498.1999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6252.857142857142,10242.499999999998,888.5185185185186,1594.0740740740746,14330.0,4.2003,0.5717,0.3,2250.0,4.2002,2.9311,1.4999,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/0.csv,M01Ch003[003],3,0,4170.0,810.0,0.19424460431654678,1C,3180.0,430.1999999999998,18170.0,160.20000000000073,3180.0,430.1999999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9750.0,13920.0,1640.0,2450.0,18170.0,4.2,0.575,0.3,3180.0,4.2,2.914,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/1.csv,M01Ch003[003],3,1,4050.0,794.9999999999991,0.19629629629629608,1C,2920.0,431.5500000000002,16890.0,184.45000000000073,2920.0,431.5500000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8570.0,12620.0,1410.0,2204.999999999999,16890.0,4.2,0.571,0.3,2920.0,4.2,2.878,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/2.csv,M01Ch003[003],3,2,4030.0,776.6666666666672,0.1927212572373864,1C,2740.0,470.4000000000001,16220.0,215.25,2740.0,470.4000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7940.0,11970.0,1273.3333333333328,2050.0,16220.0,4.2,0.557,0.3,2740.0,4.2,2.924,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/3.csv,M01Ch003[003],3,3,4010.0,770.0,0.19201995012468828,1C,2680.0,468.25,15900.0,236.85000000000036,2680.0,468.25,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7650.0,11660.0,1216.6666666666656,1986.6666666666656,15900.0,4.2,0.573,0.3,2680.0,4.2,2.897,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/4.csv,M01Ch003[003],3,4,4000.0,763.3333333333344,0.1908333333333336,1C,2600.0,485.6500000000001,15610.0,259.5,2600.0,485.6500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7390.0,11390.0,1156.6666666666656,1920.0,15610.0,4.2,0.581,0.3,2600.0,4.2,2.925,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/5.csv,M01Ch003[003],3,5,4000.0,753.3333333333344,0.1883333333333336,1C,2550.0,485.6999999999998,15410.0,277.89999999999964,2550.0,485.6999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7210.0,11210.0,1116.6666666666656,1870.0,15410.0,4.2,0.573,0.3,2550.0,4.2,2.92,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/6.csv,M01Ch003[003],3,6,3980.0000000000064,738.372413793104,0.18552070698319165,1C,2440.0,505.9499999999998,15010.0,319.4500000000007,2440.0,505.9499999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6871.666666666663,10851.66666666667,1034.8275862068963,1773.2000000000003,15010.0,4.2003,0.5858,0.3,2440.0,4.2002,2.9379,1.5,OK,True,
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,7,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/7.csv,M01Ch003[003],3,7,3975.5,728.1964573268936,0.18317103693293763,1C,2360.0,506.6999999999998,14700.0,347.5499999999993,2360.0,506.6999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6591.999999999996,10567.499999999996,969.6296296296289,1697.8260869565224,14700.0,4.2004,0.5838,0.3,2360.0,4.2002,2.9298,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/0.csv,M01Ch004[004],4,0,4150.0,810.0,0.19518072289156627,1C,3180.0,426.9000000000001,18140.0,155.95000000000073,3180.0,426.9000000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9710.0,13860.0,1640.0,2450.0,18140.0,4.2,0.552,0.3,3180.0,4.2,2.937,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/1.csv,M01Ch004[004],4,1,4050.0,790.0,0.19506172839506172,1C,2900.0,445.1500000000001,16830.0,179.84999999999854,2900.0,445.1500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8500.0,12550.0,1400.0,2190.0,16830.0,4.2,0.572,0.3,2900.0,4.2,2.918,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/2.csv,M01Ch004[004],4,2,4010.0,776.6666666666672,0.19368246051537835,1C,2740.0,466.1999999999998,16160.0,209.89999999999964,2740.0,466.1999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7880.0,11890.0,1263.3333333333328,2040.0,16160.0,4.2,0.568,0.3,2740.0,4.2,2.88,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/3.csv,M01Ch004[004],4,3,4000.0,771.6666666666661,0.19291666666666651,1C,2680.0,467.1999999999998,15860.0,218.79999999999927,2680.0,467.1999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7600.0,11600.0,1213.3333333333328,1984.9999999999989,15860.0,4.2,0.554,0.3,2680.0,4.2,2.908,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/4.csv,M01Ch004[004],4,4,3990.0,763.3333333333333,0.19131161236424393,1C,2610.0,477.1500000000001,15580.0,235.0,2610.0,477.1500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7350.0,11340.0,1160.0,1923.3333333333333,15580.0,4.2,0.556,0.3,2610.0,4.2,2.923,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/5.csv,M01Ch004[004],4,5,3990.0,753.3333333333344,0.1888053467000838,1C,2550.0,487.5,15380.0,261.35000000000036,2550.0,487.5,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7170.0,11160.0,1116.6666666666656,1870.0,15380.0,4.2,0.573,0.3,2550.0,4.2,2.916,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/6.csv,M01Ch004[004],4,6,3972.499999999998,739.2857142857135,0.18610087206688833,1C,2470.0,487.9000000000001,15020.0,286.5,2470.0,487.9000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6860.0,10832.499999999998,1048.214285714285,1787.4999999999986,15020.0,4.2002,0.5641,0.3,2470.0,4.2001,2.8956,1.5,OK,True,
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,7,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/7.csv,M01Ch004[004],4,7,3965.7500000000073,732.0689655172424,0.18459786056035835,1C,2400.0,501.8499999999999,14790.0,308.7000000000007,2400.0,501.8499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6657.999999999996,10623.750000000004,997.9310344827576,1730.0,14790.0,4.2001,0.5695,0.3,2400.0,4.2002,2.885,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/0.csv,M01Ch005[005],5,0,4180.0,811.6666666666663,0.19417862838915462,1C,3190.0,423.8000000000002,18190.0,164.29999999999927,3190.0,423.8000000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9750.0,13930.0,1643.3333333333328,2454.999999999999,18190.0,4.2,0.572,0.3,3190.0,4.2,2.877,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/1.csv,M01Ch005[005],5,1,4070.0,790.0,0.1941031941031941,1C,2880.0,454.8000000000002,16840.0,189.79999999999927,2880.0,454.8000000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8490.0,12560.0,1390.0,2180.0,16840.0,4.2,0.569,0.3,2880.0,4.2,2.921,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/2.csv,M01Ch005[005],5,2,4050.0,771.6666666666661,0.19053497942386816,1C,2710.0,481.4000000000001,16160.0,218.85000000000036,2710.0,481.4000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7840.0,11890.0,1253.3333333333328,2024.9999999999989,16160.0,4.2,0.574,0.3,2710.0,4.2,2.905,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/3.csv,M01Ch005[005],5,3,4020.0,764.9999999999989,0.19029850746268628,1C,2600.0,470.3499999999999,15580.0,247.14999999999964,2600.0,470.3499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7310.0,11330.0,1150.0,1914.9999999999989,15580.0,4.2,0.577,0.3,2600.0,4.2,2.892,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/4.csv,M01Ch005[005],5,4,4010.0,730.0,0.18204488778054864,1C,2380.0,503.5999999999999,14870.0,302.60000000000036,2380.0,503.5999999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6660.0,10670.0,990.0,1720.0,14870.0,4.2,0.563,0.3,2380.0,4.2,2.931,1.5,OK,True,
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/5.csv,M01Ch005[005],5,5,3983.3333333333294,709.1142857142858,0.17802032277346103,1C,2260.0,497.8499999999999,14330.0,357.9500000000007,2260.0,497.8499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6203.333333333333,10186.666666666662,899.2857142857143,1608.4,14330.0,4.2003,0.5792,0.3,2260.0,4.2001,2.9304,1.4999,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/0.csv,M01Ch006[006],6,0,4120.0,803.3333333333335,0.19498381877022658,1C,3160.0,425.5,18040.0,165.75,3160.0,425.5,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9650.0,13770.0,1630.0,2433.3333333333335,18040.0,4.199,0.571,0.3,3160.0,4.199,2.875,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/1.csv,M01Ch006[006],6,1,4050.0,790.0000000000002,0.19506172839506178,1C,2830.0,462.4000000000001,16640.0,187.59999999999854,2830.0,462.4000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8320.0,12370.0,1354.9999999999989,2144.999999999999,16640.0,4.199,0.553,0.3,2830.0,4.199,2.938,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/2.csv,M01Ch006[006],6,2,4010.0,768.3333333333333,0.19160432252701579,1C,2670.0,479.8000000000002,15980.0,215.60000000000036,2670.0,479.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7710.0,11720.0,1226.6666666666656,1994.9999999999989,15980.0,4.199,0.553,0.3,2670.0,4.199,2.877,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/3.csv,M01Ch006[006],6,3,3990.0,753.3333333333344,0.1888053467000838,1C,2550.0,481.4499999999998,15430.0,249.70000000000073,2550.0,481.4499999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7210.0,11200.0,1126.6666666666656,1880.0,15430.0,4.199,0.569,0.3,2550.0,4.199,2.911,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/4.csv,M01Ch006[006],6,4,3980.0,733.3333333333328,0.184254606365159,1C,2430.0,487.8000000000002,14940.0,282.0499999999993,2430.0,487.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6770.0,10750.0,1033.3333333333328,1766.6666666666656,14940.0,4.199,0.564,0.3,2430.0,4.2,2.875,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/5.csv,M01Ch006[006],6,5,3966.249999999999,723.3333333333343,0.18237209790944456,1C,2350.0,489.9000000000001,14610.0,317.0,2350.0,489.9000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6491.249999999997,10457.499999999996,971.6666666666657,1695.0,14610.0,4.1995,0.5726,0.3,2350.0,4.1995,2.8885,1.5,OK,True,
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/6.csv,M01Ch006[006],6,6,3953.499999999998,701.4854111405829,0.17743402330607896,1C,2230.0,502.1500000000001,14260.0,355.39999999999964,2230.0,502.1500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6193.999999999998,10147.499999999996,886.2068965517236,1587.6923076923065,14260.0,4.1996,0.5829,0.2999,2230.0,4.1994,2.928,1.5,OK,True,
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/0.csv,M01Ch007[007],7,0,4160.0,806.6666666666656,0.19391025641025617,1C,3180.0,432.4000000000001,18180.0,163.40000000000146,3180.0,432.4000000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9740.0,13900.0,1640.0,2446.6666666666656,18180.0,4.2,0.549,0.3,3180.0,4.2,2.877,1.5,OK,True,
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/1.csv,M01Ch007[007],7,1,4070.0,791.6666666666663,0.19451269451269443,1C,2870.0,456.1500000000001,16790.0,197.25,2870.0,456.1500000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8440.0,12510.0,1383.3333333333328,2174.999999999999,16790.0,4.2,0.577,0.3,2870.0,4.2,2.877,1.5,OK,True,
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/2.csv,M01Ch007[007],7,2,4040.0,770.0,0.1905940594059406,1C,2690.0,479.5999999999999,16070.0,233.64999999999964,2690.0,479.5999999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7780.0,11820.0,1240.0,2010.0,16070.0,4.2,0.574,0.3,2690.0,4.2,2.876,1.5,OK,True,
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/3.csv,M01Ch007[007],7,3,4020.0,750.0,0.1865671641791045,1C,2540.0,492.6500000000001,15460.0,271.75,2540.0,492.6500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7220.0,11240.0,1120.0,1870.0,15460.0,4.2,0.577,0.3,2540.0,4.2,2.886,1.5,OK,True,
