cell_global_id,cell_folder,aging_condition,aging_temperature_C,rpt_id_from_filename,source_file,channel,channel_num,rpt_id,q02_selection,q02_step,q02_repeat,q02_current_A,q02_duration_s,q02_capacity_span_Ah,q02_complete_candidates,q1_selection,q1_step,q1_repeat,q1_current_A,q1_duration_s,q1_capacity_span_Ah,q1_complete_candidates,discharge_0p2C_capacity_Ah,delta_q_at_4p195_Ah,status,cell_channel_match,qc_warning,var_dq_3p3_4p2_Ah2,mean_dq_gt_3p8_Ah,mean_dq_3p8_3p9_Ah,mean_dq_3p9_4p0_Ah,mean_dq_4p0_4p1_Ah,mean_dq_4p1_4p2_Ah,max_dq_gt_3p8_Ah,min_dq_gt_3p8_Ah,range_dq_gt_3p8_Ah,std_dq_gt_3p8_Ah,soh_label_pct,soh_label_source
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/0.csv,M01Ch003[003],3,0,protocol_second_repeat,6,2,0.6,18330.2,3.046,2,protocol_second_repeat,11,2,3.0,3610.2,2.907,2,3.036,0.4009999999999998,OK,True,,0.007079439816849586,0.2909503145261985,0.23905274101593438,0.2848991813716903,0.24334757781066005,0.4017036909110937,0.45498810186643146,0.22778529530406155,0.2272028065623699,0.07284660084746682,100.0,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/1.csv,M01Ch003[003],3,1,protocol_second_repeat,6,2,0.6,17074.45,2.836,1,protocol_second_repeat,11,2,3.0,3351.55,2.69,2,2.829,0.41337480906284485,OK,True,,0.008459223365917673,0.290786108946566,0.24758347870573902,0.2804258754473539,0.23278977960685054,0.4077937587615681,0.4629748060910108,0.2173762434180655,0.24559856267294533,0.07619712183204812,93.18181818181819,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/2.csv,M01Ch003[003],3,2,protocol_second_repeat,6,2,0.6,16435.25,2.727,1,protocol_second_repeat,11,2,3.0,3210.4,2.563,2,2.722,0.43902735938607274,OK,True,,0.009813020430003495,0.3042459692533844,0.26218449248968395,0.29734911572605416,0.2466229260654158,0.41607020073724177,0.47459950702800224,0.22899809994327014,0.2456014070847321,0.07484878445880214,89.6574440052701,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/3.csv,M01Ch003[003],3,3,protocol_second_repeat,6,2,0.6,16136.85,2.677,1,protocol_second_repeat,11,2,3.0,3148.25,2.51,2,2.672,0.43999999999999995,OK,True,,0.010071659514164505,0.30431481779584485,0.26394944193726344,0.2993367523322092,0.24649356712071605,0.4125755185747625,0.4713663264189383,0.2280020023203011,0.24336432409863717,0.07360050121864586,88.01054018445323,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/4.csv,M01Ch003[003],3,4,protocol_second_repeat,6,2,0.6,15869.5,2.631,1,protocol_second_repeat,11,2,3.0,3085.65,2.454,2,2.628,0.45502237237459964,OK,True,,0.010901146042212954,0.3128129093272899,0.2720842301292401,0.3100648260814833,0.25610254165874097,0.41797504490474297,0.47736934477408965,0.2362989942118725,0.24107035056221715,0.0727063733523767,86.56126482213439,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/5.csv,M01Ch003[003],3,5,protocol_second_repeat,6,2,0.6,15687.9,2.6,1,protocol_second_repeat,11,2,3.0,3035.7,2.411,2,2.595,0.45970532179547696,OK,True,,0.01148405609349088,0.3186593235862203,0.2770363243610633,0.3175792107821719,0.2638889579143997,0.42099297376224704,0.4812566423186566,0.24299724243375387,0.23825939988490275,0.07130284804834784,85.47430830039526,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/6.csv,M01Ch003[003],3,6,protocol_second_repeat,6,2,0.6,15329.45,2.5381,1,protocol_second_repeat,11,2,3.0,2945.95,2.3321,2,2.5335,0.4801220274646423,OK,True,,0.01292034023447033,0.33293390877009565,0.2891507013977643,0.3349074626349904,0.2838929386760861,0.4283517329749256,0.4906937914947118,0.2612219940604621,0.22947179743424972,0.06884822885509688,83.44861660079052,2nd 0.2C discharge / same-cell RPT0
3,3. LOW C@ 25°C #3,LOW C@ 25°C #3,25.0,7,/content/drive/MyDrive/Battery raw data/RPT Data/3. LOW C@ 25°C #3/7.csv,M01Ch003[003],3,7,protocol_second_repeat,6,2,0.6,15047.55,2.4896,1,protocol_second_repeat,11,2,3.0,2866.7,2.2595,2,2.4844,0.49332789972351065,OK,True,,0.014168755430690719,0.34277956838270246,0.2974140385250117,0.3476367644286694,0.2957874771548026,0.43471572962488186,0.49962901960756545,0.2735870643009388,0.22604195530662663,0.06801852085184054,81.83135704874836,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/0.csv,M01Ch004[004],4,0,protocol_second_repeat,6,2,0.6,18295.95,3.041,2,protocol_second_repeat,11,2,3.0,3606.9,2.907,2,3.031,0.3959999999999999,OK,True,,0.00686785782942369,0.28410393910259923,0.23378143880166316,0.2763297369974215,0.2338134677965673,0.39781329397403775,0.4530788736316014,0.21944604065871864,0.23363283297288273,0.07430236993438512,100.0,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/1.csv,M01Ch004[004],4,1,protocol_second_repeat,6,2,0.6,17009.85,2.825,1,protocol_second_repeat,11,2,3.0,3345.15,2.684,2,2.819,0.41400000000000015,OK,True,,0.008575656153270616,0.29116684192283765,0.24850348519892598,0.28079293512837267,0.2311355831146595,0.40975911653078934,0.4670426002515953,0.21550426699571856,0.2515383332558767,0.07731372874752866,93.0056087099967,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/2.csv,M01Ch004[004],4,2,protocol_second_repeat,6,2,0.6,16369.9,2.717,1,protocol_second_repeat,11,2,3.0,3206.2,2.559,2,2.712,0.436827001654005,OK,True,,0.00984159381868128,0.30243725786369374,0.2611362173975218,0.2948612994636014,0.24280731073429737,0.41627485167913614,0.4746638628531077,0.22553328450693977,0.24913057834616792,0.07602024072835621,89.47542065324976,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/3.csv,M01Ch004[004],4,3,protocol_second_repeat,6,2,0.6,16078.8,2.668,1,protocol_second_repeat,11,2,3.0,3147.2,2.512,2,2.663,0.43299999999999983,OK,True,,0.009950386277566904,0.29915367067666265,0.25900784982180597,0.2930094545854854,0.2394347598866903,0.4103862630983298,0.4697317225682509,0.2210544464391475,0.2486772761291034,0.07507438360003328,87.8587924777301,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/4.csv,M01Ch004[004],4,4,protocol_second_repeat,6,2,0.6,15815.0,2.623,1,protocol_second_repeat,11,2,3.0,3087.15,2.459,2,2.62,0.43882695065386645,OK,True,,0.010487163600861512,0.3030526816814665,0.2620105935648545,0.29888875394622383,0.2444354528716754,0.4120150394795038,0.4723013114875636,0.22478584239601118,0.24751546909155242,0.0743821972333047,86.44011877268228,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/5.csv,M01Ch004[004],4,5,protocol_second_repeat,6,2,0.6,15641.35,2.593,1,protocol_second_repeat,11,2,3.0,3037.5,2.413,2,2.588,0.45729295709707074,OK,True,,0.011503838944256968,0.3157630917011455,0.27252561097089717,0.3135998102152334,0.2597401187205085,0.42223097263920895,0.4809819699592057,0.24006261491427772,0.240919355044928,0.07321954162911791,85.38436159683272,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/6.csv,M01Ch004[004],4,6,protocol_second_repeat,6,2,0.6,15306.5,2.5354,1,protocol_second_repeat,11,2,3.0,2957.9,2.3473,2,2.5313,0.4659928517451788,OK,True,,0.012189539060294137,0.3212318579483112,0.2769177833313461,0.3217576467088223,0.2689642952206508,0.4220970713211377,0.48274316836957243,0.24789283093797376,0.23485033743159867,0.07124328564797953,83.5136918508743,2nd 0.2C discharge / same-cell RPT0
4,4. LOW C@ 25°C #4,LOW C@ 25°C #4,25.0,7,/content/drive/MyDrive/Battery raw data/RPT Data/4. LOW C@ 25°C #4/7.csv,M01Ch004[004],4,7,protocol_second_repeat,6,2,0.6,15098.7,2.4998,1,protocol_second_repeat,11,2,3.0,2901.85,2.2915,2,2.4953,0.48171462130726006,OK,True,,0.013201335204016265,0.33078156428323396,0.28455034669797546,0.33063147262508263,0.2827802381690786,0.4298814552629505,0.4927484830197859,0.2607681305199041,0.2319803524998818,0.07052406268959736,82.32596502804354,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/0.csv,M01Ch005[005],5,0,protocol_second_repeat,6,2,0.6,18354.3,3.05,2,protocol_second_repeat,11,2,3.0,3613.8,2.911,2,3.041,0.39895099369010234,OK,True,,0.006990224627166205,0.2878926527812548,0.23595526568221806,0.2825522648561114,0.23963002564475025,0.3986433202009095,0.45464901273321123,0.22308506993620458,0.23156394279700665,0.07338498687854467,100.0,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/1.csv,M01Ch005[005],5,1,protocol_second_repeat,6,2,0.6,17029.8,2.828,1,protocol_second_repeat,11,2,3.0,3334.8,2.671,2,2.823,0.4261141691022403,OK,True,,0.008910090892945248,0.2965004770988279,0.25123956603777275,0.2876490168442703,0.23986187217733423,0.41267835889460763,0.46990657034184746,0.22425915637053695,0.2456474139713105,0.07638284728526554,92.8313054916146,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/2.csv,M01Ch005[005],5,2,protocol_second_repeat,6,2,0.6,16378.85,2.718,1,protocol_second_repeat,11,2,3.0,3191.4,2.542,2,2.713,0.4540397768660642,OK,True,,0.0104566454150741,0.3104536939889539,0.2648357427883792,0.30458741239239684,0.25426500599096036,0.4234369323038786,0.4844206198819392,0.236240853612671,0.2481797662692682,0.07608864243986634,89.21407431765867,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/3.csv,M01Ch005[005],5,3,protocol_second_repeat,6,2,0.6,15827.15,2.625,1,protocol_second_repeat,11,2,3.0,3070.35,2.444,2,2.619,0.4540000000000002,OK,True,,0.010979759864584356,0.30822684899315167,0.26343356958530345,0.30437248227195746,0.2519854148433864,0.4183122037018848,0.48035912076288234,0.23378435461537794,0.2465747661475044,0.07496810748248493,86.12298585991451,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/4.csv,M01Ch005[005],5,4,protocol_second_repeat,6,2,0.6,15172.6,2.512,1,protocol_second_repeat,11,2,3.0,2883.6,2.275,2,2.505,0.506125659233329,OK,True,,0.01476735712697247,0.3462430105087594,0.2905916655934996,0.34513604534023257,0.3033455704682728,0.45086771107463947,0.5155023772296392,0.28185633246459263,0.23364604476504658,0.07324662466142452,82.37421900690562,2nd 0.2C discharge / same-cell RPT0
5,5. LOW C@ 25°C #5,LOW C@ 25°C #5,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/5. LOW C@ 25°C #5/5.csv,M01Ch005[005],5,5,protocol_second_repeat,6,2,0.6,14687.95,2.429,1,protocol_second_repeat,11,2,3.0,2757.85,2.1693,2,2.4215,0.5138182537541491,OK,True,,0.015846814430201823,0.3503821649802934,0.28958795881380683,0.3502506167759134,0.31562397288796257,0.4508486644140957,0.5193623780238872,0.28382381625034603,0.23553856177354116,0.07235000947030962,79.62841170667544,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/0.csv,M01Ch006[006],6,0,protocol_second_repeat,6,2,0.6,18205.75,3.025,2,protocol_second_repeat,11,2,3.0,3585.5,2.886,2,3.015,0.39800000000000013,OK,True,,0.007107752150759026,0.2836039592025504,0.2292932229690854,0.2756014808362743,0.23554512710612147,0.39939457725395056,0.4548228293578398,0.21549382450418197,0.23932900485365782,0.07573577656616151,100.0,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/1.csv,M01Ch006[006],6,1,protocol_second_repeat,6,2,0.6,16827.6,2.794,1,protocol_second_repeat,11,2,3.0,3292.4,2.633,2,2.789,0.43199999999999994,OK,True,,0.009142257099514193,0.2961526158805642,0.2523595535475427,0.28737752283906176,0.2382406268047789,0.4120470788903699,0.47105759949568426,0.2226098164178234,0.24844778307786086,0.07664628597310537,92.50414593698176,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/2.csv,M01Ch006[006],6,2,protocol_second_repeat,6,2,0.6,16195.6,2.687,1,protocol_second_repeat,11,2,3.0,3149.8,2.505,2,2.682,0.45676794217568295,OK,True,,0.010624706187503821,0.3087324988158976,0.2628006005351578,0.3018333444606597,0.253079005582339,0.42255503254947036,0.4842847504380212,0.23587625651248834,0.24840849392553288,0.07653200592961892,88.95522388059702,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/3.csv,M01Ch006[006],6,3,protocol_second_repeat,6,2,0.6,15679.7,2.6,1,protocol_second_repeat,11,2,3.0,3031.45,2.407,2,2.594,0.46199999999999974,OK,True,,0.011433735876698404,0.3128116631473223,0.26650447600526883,0.309205252122402,0.25858653578330315,0.4221122448170533,0.4840533362024173,0.23992979956700622,0.2441235366354111,0.07467376574512147,86.03648424543945,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/4.csv,M01Ch006[006],6,4,protocol_second_repeat,6,2,0.6,15222.05,2.522,1,protocol_second_repeat,11,2,3.0,2917.8,2.308,2,2.516,0.482514932187045,OK,True,,0.012909760117594577,0.3254765631118216,0.27519339555412076,0.32433684019557313,0.2760628034227957,0.4313407992464925,0.4948579666768722,0.25599967145392677,0.23885829522294544,0.0735199835550185,83.44941956882255,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/5.csv,M01Ch006[006],6,5,protocol_second_repeat,6,2,0.6,14927.0,2.4708,1,protocol_second_repeat,11,2,3.0,2839.9,2.241,2,2.4652,0.4901232067247048,OK,True,,0.0137420631092337,0.3314562831781871,0.27815848017065403,0.33155561231369785,0.2873858193175124,0.4335899094117126,0.49898058026918823,0.26736061340401407,0.23161996686517416,0.07219495865219597,81.76451077943614,2nd 0.2C discharge / same-cell RPT0
6,6. LOW C@ 25°C #6,LOW C@ 25°C #6,25.0,6,/content/drive/MyDrive/Battery raw data/RPT Data/6. LOW C@ 25°C #6/6.csv,M01Ch006[006],6,6,protocol_second_repeat,6,2,0.6,14615.4,2.4171,1,protocol_second_repeat,11,2,3.0,2732.15,2.1435,2,2.4107,0.525077649616227,OK,True,,0.016684431582770127,0.3596277803173328,0.29831173625392726,0.36026805787683575,0.3257472102569635,0.4589199371793119,0.5283290855875864,0.29241957289208875,0.23590951269549765,0.07206359761113015,79.9568822553897,2nd 0.2C discharge / same-cell RPT0
